,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
3289,Air Cargo,2017,THA,72,Box/Carton,Bupleurum,TX Dallas/Ft. Worth
3290,Air Cargo,2017,THA,280,Box/Carton,Campanula,TX Dallas/Ft. Worth
3291,Air Cargo,2017,THA,444,Box/Carton,Craspedia,TX Dallas/Ft. Worth
3292,Air Cargo,2017,THA,25,Box/Carton,Brassica,TX Dallas/Ft. Worth
3293,Air Cargo,2017,THA,20,Box/Carton,Veronica,TX Dallas/Ft. Worth
3294,Air Cargo,2017,THA,8,Box/Carton,Lilium,TX Dallas/Ft. Worth
3295,Air Cargo,2017,THA,14,Box/Carton,Lisianthus,TX Dallas/Ft. Worth
3296,Air Cargo,2017,THA,180,Box/Carton,Eryngium,TX Dallas/Ft. Worth
3297,Air Cargo,2017,THA,200,Stems,Dendrobium,TX Dallas/Ft. Worth
3298,Air Cargo,2017,THA,24,Box/Carton,Hypericum,TX Dallas/Ft. Worth
3299,Air Cargo,2017,THA,65,Box/Carton,Dianthus,TX Dallas/Ft. Worth
3300,Air Cargo,2017,THA,129,Box/Carton,Lilium,TX Dallas/Ft. Worth
3301,Air Cargo,2017,THA,177,Box/Carton,Aster,TX Dallas/Ft. Worth
3302,Air Cargo,2017,THA,260,Box/Carton,"Bouquet, Mixed",TX Dallas/Ft. Worth
3303,Air Cargo,2017,THA,134,Box/Carton,Strelitzia,TX Dallas/Ft. Worth
3304,Air Cargo,2017,THA,46,Box/Carton,Zantedeschia,TX Dallas/Ft. Worth
3305,Air Cargo,2017,THA,85,Box/Carton,Dianthus (mini),TX Dallas/Ft. Worth
3306,Air Cargo,2018,THA,30,Box/Carton,Eryngium,TX Dallas/Ft. Worth
3307,Air Cargo,2018,THA,25,Stems,Aster,TX Dallas/Ft. Worth
3308,Air Cargo,2018,THA,8925,Stems,Chrysanthemum (pom-pon),TX Dallas/Ft. Worth
3309,Air Cargo,2018,THA,103750,Stems,Liriodendron,TX Dallas/Ft. Worth
3310,Air Cargo,2018,THA,40,Box/Carton,Chrysanthemum (pom-pon),TX Dallas/Ft. Worth
3311,Air Cargo,2018,THA,265600,Stems,Alstroemeria,TX Dallas/Ft. Worth
3312,Air Cargo,2018,THA,336000,Stems,Alstroemeria,TX Dallas/Ft. Worth
3313,Air Cargo,2018,THA,85,Box/Carton,Hydrangea,TX Dallas/Ft. Worth
3314,Air Cargo,2018,THA,250,Box/Carton,Ruscus,TX Dallas/Ft. Worth
3315,Air Cargo,2018,THA,2321,Box/Carton,Lilium,TX Dallas/Ft. Worth
3316,Air Cargo,2018,THA,5870,Stems,Aster,TX Dallas/Ft. Worth
3317,Air Cargo,2018,THA,786,Box/Carton,Limonium,TX Dallas/Ft. Worth
3318,Southern Border Cargo,2018,THA,36,Box/Carton,"Bouquet, Mixed",TX El Paso
3319,Southern Border Cargo,2018,THA,1374,Stems,"Bouquet, Mixed",TX El Paso
3320,Southern Border Cargo,2018,THA,4950,Stems,Chrysanthemum (pom-pon),TX El Paso
3321,Southern Border Cargo,2018,THA,5400,Stems,Limonium,TX El Paso
3322,Southern Border Cargo,2018,THA,1050,Stems,Lysimachia,TX El Paso
3323,Southern Border Cargo,2018,THA,211680,Stems,Rumohra,TX El Paso
3324,Southern Border Cargo,2019,THA,23,Box/Carton,Limonium,TX El Paso
3325,Southern Border Cargo,2019,THA,33,Box/Carton,Dahlia,TX El Paso
3326,Southern Border Cargo,2020,ZAF,3420,Box/Carton,Aster,TX El Paso
3327,Southern Border Cargo,2020,ZAF,37,Box/Carton,"Bouquet, Mixed",TX El Paso
3328,Southern Border Cargo,2020,ZAF,10,Box/Carton,Dianthus,TX El Paso
3329,Southern Border Cargo,2020,ZAF,14,Box/Carton,Chrysanthemum,TX El Paso
3330,Southern Border Cargo,2020,ZAF,54,Box/Carton,Eryngium,TX El Paso
3331,Air Cargo,2011,AUS,574,Stems,Chrysanthemum (pom-pon),TX Houston
3332,Air Cargo,2011,AUS,1000,Stems,Alstroemeria,TX Houston
3333,Air Cargo,2011,CAN,9,Box/Carton,Antirrhinum,TX Houston
3334,Air Cargo,2011,CAN,18,Box/Carton,Chrysanthemum (pom-pon),TX Houston
3335,Air Cargo,2011,CAN,208,Box/Carton,Liriodendron,TX Houston
3336,Air Cargo,2011,CAN,9,Box/Carton,Dianthus,TX Houston
3337,Air Cargo,2011,CAN,72,Box/Carton,Delphinium,TX Houston
3338,Air Cargo,2011,CAN,9,Box/Carton,Solidago,TX Houston
3339,Air Cargo,2011,CAN,219,Box/Carton,Solidago,TX Houston
3340,Air Cargo,2011,CAN,59,Box/Carton,Senecio,TX Houston
3341,Air Cargo,2011,CAN,271,Box/Carton,Ornithogalum,TX Houston
3342,Air Cargo,2011,CAN,16,Box/Carton,Helianthus,TX Houston
3343,Air Cargo,2011,CAN,100,Box/Carton,Aster,TX Houston
3344,Air Cargo,2011,CAN,26,Box/Carton,Gerbera,TX Houston
3345,Air Cargo,2012,CAN,95,Box/Carton,Phoenix,TX Houston
3346,Air Cargo,2012,CAN,11,Box/Carton,Gloriosa,TX Houston
3347,Air Cargo,2012,CAN,54,Box/Carton,Brassica,TX Houston
3348,Air Cargo,2012,CAN,10,Box/Carton,Gypsophila,TX Houston
3349,Air Cargo,2012,CAN,56,Box/Carton,Alstroemeria,TX Houston
3350,Air Cargo,2012,CAN,175,Box/Carton,Strelitzia,TX Houston
3351,Air Cargo,2012,CAN,1690,Stems,Chrysanthemum,TX Houston
3352,Air Cargo,2012,CAN,11,Box/Carton,Dianthus,TX Houston
3353,Air Cargo,2012,CAN,8,Box/Carton,Astrantia,TX Houston
3354,Air Cargo,2012,CAN,19,Box/Carton,Lavandula,TX Houston
3355,Air Cargo,2012,CAN,13,Box/Carton,Eryngium,TX Houston
3356,Air Cargo,2012,CAN,11,Box/Carton,Gypsophila,TX Houston
3357,Air Cargo,2012,CAN,18,Box/Carton,Hypericum,TX Houston
3358,Air Cargo,2012,CAN,18,Box/Carton,Lilium,TX Houston
3359,Air Cargo,2012,CAN,43,Box/Carton,Alstroemeria,TX Houston
3360,Air Cargo,2012,CAN,57,Box/Carton,Aster,TX Houston
3361,Air Cargo,2012,CAN,70,Box/Carton,Rosa,TX Houston
3362,Air Cargo,2012,CAN,10,Box/Carton,Ammi,TX Houston
3363,Air Cargo,2012,CAN,8,Box/Carton,Moluccella,TX Houston
3364,Air Cargo,2012,CAN,52,Box/Carton,"Bouquet, Mixed",TX Houston
3365,Air Cargo,2012,CAN,13,Box/Carton,Lilium,TX Houston
3366,Air Cargo,2012,CAN,16,Box/Carton,Zantedeschia,TX Houston
3367,Air Cargo,2013,COL,12,Box/Carton,Gypsophila,TX Houston
3368,Air Cargo,2013,COL,11,Box/Carton,Ammi,TX Houston
3369,Air Cargo,2013,COL,33,Box/Carton,Leucadendron,TX Houston
3370,Air Cargo,2013,COL,24,Box/Carton,Lisianthus,TX Houston
3371,Air Cargo,2013,COL,8,Box/Carton,Gerbera,TX Houston
3372,Air Cargo,2013,COL,18,Box/Carton,Ornithogalum,TX Houston
3373,Air Cargo,2013,COL,35,Box/Carton,Phlox,TX Houston
3374,Air Cargo,2013,COL,22,Box/Carton,Eryngium,TX Houston
3375,Air Cargo,2013,CRI,31,Box/Carton,Brassica,TX Houston
3376,Air Cargo,2013,CRI,54,Box/Carton,Lavandula,TX Houston
3377,Air Cargo,2013,CRI,26,Box/Carton,Lilium,TX Houston
3378,Air Cargo,2013,CRI,24,Box/Carton,Dianthus,TX Houston
3379,Air Cargo,2013,CRI,19,Box/Carton,Helianthus,TX Houston
3380,Air Cargo,2013,CRI,46,Box/Carton,Craspedia,TX Houston
3381,Air Cargo,2013,ECU,20,Box/Carton,Lysimachia,TX Houston
3382,Air Cargo,2013,ECU,8,Box/Carton,Zantedeschia,TX Houston
3383,Air Cargo,2013,ECU,22,Box/Carton,Moluccella,TX Houston
3384,Air Cargo,2013,ECU,10,Box/Carton,Helianthus,TX Houston
3385,Air Cargo,2013,ETH,9,Box/Carton,Rosa,TX Houston
3386,Air Cargo,2013,ETH,8,Box/Carton,Chamelaucium,TX Houston
3387,Air Cargo,2013,ETH,11,Box/Carton,Dendrobium,TX Houston
3388,Air Cargo,2013,ETH,11,Box/Carton,Trachelium,TX Houston
3389,Air Cargo,2013,ETH,75,Box/Carton,Chrysanthemum (pom-pon),TX Houston
3390,Air Cargo,2013,GBR,19,Box/Carton,Calendula,TX Houston
3391,Air Cargo,2013,GBR,9,Box/Carton,Alstroemeria,TX Houston
3392,Air Cargo,2013,GTM,27,Box/Carton,Hydrangea,TX Houston
3393,Air Cargo,2013,GTM,8,Box/Carton,Hydrangea,TX Houston
3394,Air Cargo,2014,GTM,109,Box/Carton,Rosa,TX Houston
3395,Air Cargo,2014,GTM,11,Box/Carton,Gerbera,TX Houston
3396,Air Cargo,2014,IND,10,Box/Carton,"Bouquet, Mixed",TX Houston
3397,Air Cargo,2014,ISR,51,Box/Carton,Dianthus,TX Houston
3398,Air Cargo,2014,ISR,61,Box/Carton,Eucalyptus,TX Houston
3399,Air Cargo,2014,ISR,59,Box/Carton,Delphinium,TX Houston
3400,Air Cargo,2014,ISR,134,Box/Carton,Delphinium,TX Houston
3401,Air Cargo,2014,ISR,110,Box/Carton,Lilium,TX Houston
3402,Air Cargo,2014,ITA,37,Box/Carton,Eryngium,TX Houston
3403,Air Cargo,2014,ITA,12,Box/Carton,"Bouquet, Mixed",TX Houston
3404,Air Cargo,2014,KEN,39,Box/Carton,"Bouquet, Mixed",TX Houston
3405,Air Cargo,2014,KEN,15,Box/Carton,Ammi,TX Houston
3406,Air Cargo,2014,KEN,125,Box/Carton,"Bouquet, Mixed",TX Houston
3407,Air Cargo,2014,KEN,70,Box/Carton,Matthiola,TX Houston
3408,Air Cargo,2014,KEN,18,Box/Carton,Lavandula,TX Houston
3409,Air Cargo,2014,KEN,182,Box/Carton,Eucalyptus,TX Houston
3410,Air Cargo,2014,KEN,11,Box/Carton,Amaranthus,TX Houston
3411,Air Cargo,2014,KEN,27,Box/Carton,Antirrhinum,TX Houston
3412,Air Cargo,2014,MEX,20,Box/Carton,Liatris,TX Houston
3413,Air Cargo,2014,MEX,110,Box/Carton,"Bouquet, Rose",TX Houston
3414,Air Cargo,2014,MEX,68,Box/Carton,Ruscus,TX Houston
3415,Air Cargo,2014,MEX,15,Box/Carton,Dianthus,TX Houston
3416,Air Cargo,2014,MEX,8,Box/Carton,Pittosporum,TX Houston
3417,Air Cargo,2014,MEX,15,Box/Carton,Strelitzia,TX Houston
3418,Air Cargo,2014,MEX,17,Box/Carton,Matthiola,TX Houston
3419,Air Cargo,2014,MEX,8,Box/Carton,Delphinium,TX Houston
3420,Air Cargo,2014,MEX,23,Box/Carton,Dianthus,TX Houston
3421,Air Cargo,2014,MEX,15,Box/Carton,Bupleurum,TX Houston
3422,Air Cargo,2014,MEX,8,Box/Carton,Senecio,TX Houston
3423,Air Cargo,2015,MYS,26,Box/Carton,Protea,TX Houston
3424,Air Cargo,2015,MYS,80,Box/Carton,Rosa,TX Houston
3425,Air Cargo,2015,MYS,40,Box/Carton,Rosa,TX Houston
3426,Air Cargo,2015,MYS,13,Box/Carton,Moluccella,TX Houston
3427,Air Cargo,2015,MYS,50,Box/Carton,Chrysanthemum (pom-pon),TX Houston
3428,Air Cargo,2015,NLD,30,Box/Carton,Helianthus,TX Houston
3429,Air Cargo,2015,NLD,9,Box/Carton,Limonium,TX Houston
3430,Air Cargo,2015,NLD,8,Box/Carton,Lisianthus,TX Houston
3431,Air Cargo,2015,NLD,120,Box/Carton,Ranunculus,TX Houston
3432,Air Cargo,2015,NLD,160,Stems,Rosa,TX Houston
3433,Air Cargo,2015,NLD,11,Box/Carton,"Bouquet, Mixed",TX Houston
3434,Air Cargo,2015,NLD,11,Box/Carton,Rosa,TX Houston
3435,Air Cargo,2015,NLD,200,Stems,Limonium,TX Houston
3436,Air Cargo,2015,NLD,7720,Stems,Dianthus,TX Houston
3437,Air Cargo,2015,NLD,1610,Stems,Ranunculus,TX Houston
3438,Air Cargo,2015,NLD,19840,Stems,Lavandula,TX Houston
3439,Air Cargo,2015,NLD,1280,Stems,Palm foliage,TX Houston
3440,Air Cargo,2015,NLD,500,Stems,Dianthus,TX Houston
3441,Air Cargo,2015,NLD,1610,Stems,Alstroemeria,TX Houston
3442,Air Cargo,2015,NLD,500,Stems,Alstroemeria,TX Houston
3443,Air Cargo,2015,NLD,22388,Stems,Pittosporum,TX Houston
3444,Air Cargo,2015,NLD,4380,Stems,Alstroemeria,TX Houston
3445,Air Cargo,2015,NLD,180,Stems,Gypsophila,TX Houston
3446,Air Cargo,2015,NLD,16090,Stems,Aster,TX Houston
3447,Air Cargo,2015,NLD,3000,Stems,Eryngium,TX Houston
3448,Air Cargo,2015,NLD,9,Box/Carton,Solidago,TX Houston
3449,Air Cargo,2015,NLD,10,Box/Carton,Alstroemeria,TX Houston
3450,Air Cargo,2015,NLD,9,Box/Carton,Chrysanthemum,TX Houston
3451,Air Cargo,2016,NLD,20216,Box/Carton,Solidago,TX Houston
3452,Air Cargo,2016,NLD,1000,Box/Carton,Chrysanthemum,TX Houston
3453,Air Cargo,2016,NLD,334,Box/Carton,Chrysanthemum,TX Houston
3454,Air Cargo,2016,NLD,6546,Box/Carton,Cocculus,TX Houston
3455,Air Cargo,2016,NLD,240,Box/Carton,Eucalyptus,TX Houston
3456,Air Cargo,2016,NLD,180,Box/Carton,Eryngium,TX Houston
3457,Air Cargo,2016,NLD,8000,Box/Carton,Hydrangea,TX Houston
3458,Air Cargo,2016,NLD,14594,Stems,"Bouquet, Rose",TX Houston
3459,Air Cargo,2016,NLD,590,Box/Carton,Dianthus (mini),TX Houston
3460,Air Cargo,2016,NLD,21300,Box/Carton,Chrysanthemum (pom-pon),TX Houston
3461,Air Cargo,2016,NLD,881,Box/Carton,"Bouquet, Mixed",TX Houston
3462,Air Cargo,2016,NLD,5718,Box/Carton,Campanula,TX Houston
3463,Air Cargo,2016,NLD,885,Box/Carton,Dianthus,TX Houston
3464,Air Cargo,2016,NLD,102,Box/Carton,Eryngium,TX Houston
3465,Air Cargo,2016,NLD,296,Box/Carton,Brassica,TX Houston
3466,Air Cargo,2016,NLD,1445,Box/Carton,Antirrhinum,TX Houston
3467,Air Cargo,2016,NLD,1945,Box/Carton,Limonium,TX Houston
3468,Air Cargo,2017,THA,280,Box/Carton,Helianthus,TX Houston
3469,Air Cargo,2016,NLD,17,Box/Carton,Zantedeschia,TX Houston
3470,Air Cargo,2016,NLD,92,Box/Carton,Aster,TX Houston
3471,Air Cargo,2016,NLD,19,Box/Carton,Monstera,TX Houston
3472,Air Cargo,2016,NLD,35,Box/Carton,Musa,TX Houston
3473,Air Cargo,2016,NLD,11,Box/Carton,Ornithogalum,TX Houston
3474,Air Cargo,2016,NLD,7220,Box/Carton,Genista,TX Houston
3475,Air Cargo,2016,NZL,19,Box/Carton,Astrantia,TX Houston
3476,Air Cargo,2016,NZL,18,Box/Carton,"Bouquet, Mixed",TX Houston
3477,Air Cargo,2016,NZL,250,Stems,Ranunculus,TX Houston
3478,Air Cargo,2016,NZL,1280,Box/Carton,Trachelium,TX Houston
3479,Air Cargo,2016,NZL,28600,Stems,Zantedeschia,TX Houston
3480,Air Cargo,2017,THA,8,Box/Carton,Ornithogalum,TX Houston
3481,Air Cargo,2017,THA,9,Box/Carton,Solidago,TX Houston
3482,Air Cargo,2017,THA,11,Box/Carton,Helianthus,TX Houston
3483,Air Cargo,2017,THA,16,Box/Carton,Rosa,TX Houston
3484,Air Cargo,2017,THA,8,Box/Carton,Rosa,TX Houston
3485,Air Cargo,2017,THA,9,Box/Carton,"Bouquet, Rose",TX Houston
3486,Air Cargo,2017,THA,28,Box/Carton,Eryngium,TX Houston
3487,Air Cargo,2017,THA,9,Box/Carton,Gerbera,TX Houston
3488,Air Cargo,2017,THA,250,Stems,Veronica,TX Houston
3489,Air Cargo,2017,THA,165,Stems,Chrysanthemum,TX Houston
3490,Air Cargo,2017,THA,15,Box/Carton,Limonium,TX Houston
3491,Air Cargo,2017,THA,16,Box/Carton,Scabiosa,TX Houston
3492,Air Cargo,2017,THA,30,Box/Carton,Alstroemeria,TX Houston
3493,Air Cargo,2017,THA,25,Box/Carton,Amaryllis,TX Houston
3494,Air Cargo,2017,THA,8,Box/Carton,Hyacinthus,TX Houston
3495,Air Cargo,2017,THA,26,Box/Carton,Hydrangea,TX Houston
3496,Air Cargo,2017,THA,240,Stems,Papaver,TX Houston
3497,Air Cargo,2017,THA,1700,Box/Carton,Eryngium,TX Houston
3498,Air Cargo,2017,THA,200,Stems,Dendrobium,TX Houston
3499,Air Cargo,2017,THA,144,Stems,Mokara,TX Houston
3500,Air Cargo,2017,THA,10,Box/Carton,Symphoricarpos,TX Houston
3501,Air Cargo,2017,THA,53,Box/Carton,Palm foliage,TX Houston
3502,Air Cargo,2017,THA,101,Box/Carton,Helleborus,TX Houston
3503,Air Cargo,2017,THA,71,Box/Carton,Hydrangea,TX Houston
3504,Air Cargo,2017,THA,224,Box/Carton,Rosa,TX Houston
3505,Air Cargo,2017,THA,1600,Box/Carton,Alstroemeria,TX Houston
3506,Air Cargo,2017,THA,3850,Box/Carton,"Bouquet, Mixed",TX Houston
3507,Air Cargo,2017,THA,2533,Box/Carton,Chrysanthemum,TX Houston
3508,Air Cargo,2017,THA,239,Box/Carton,Ranunculus,TX Houston
3509,Air Cargo,2017,THA,227,Box/Carton,Rosa,TX Houston
3510,Air Cargo,2017,THA,319,Box/Carton,Ruscus,TX Houston
3511,Air Cargo,2017,THA,391,Box/Carton,Limonium,TX Houston
3512,Air Cargo,2017,THA,78,Box/Carton,Aster,TX Houston
3513,Air Cargo,2017,THA,134,Box/Carton,Gerbera,TX Houston
3514,Air Cargo,2017,THA,83,Box/Carton,Ruscus,TX Houston
3515,Air Cargo,2017,THA,93,Box/Carton,Solidago,TX Houston
3516,Air Cargo,2017,THA,56,Box/Carton,Gypsophila,TX Houston
3517,Air Cargo,2017,THA,31,Box/Carton,Alstroemeria,TX Houston
3518,Air Cargo,2017,THA,45,Box/Carton,Eucalyptus,TX Houston
3519,Air Cargo,2017,THA,24,Box/Carton,Chrysanthemum,TX Houston
3520,Air Cargo,2018,THA,1028,Stems,Chrysanthemum,TX Houston
3521,Air Cargo,2018,THA,9,Box/Carton,Eucalyptus,TX Houston
3522,Air Cargo,2018,THA,30,Box/Carton,Rosa,TX Houston
3523,Air Cargo,2018,THA,30,Box/Carton,"Bouquet, Mixed",TX Houston
3524,Air Cargo,2018,THA,22,Box/Carton,"Bouquet, Rose",TX Houston
3525,Air Cargo,2018,THA,90,Box/Carton,Zantedeschia,TX Houston
3526,Air Cargo,2018,THA,10,Box/Carton,Hydrangea,TX Houston
3527,Air Cargo,2018,THA,11,Box/Carton,"Bouquet, Mixed",TX Houston
3528,Air Cargo,2018,THA,35,Box/Carton,Dianthus,TX Houston
3529,Air Cargo,2018,THA,36,Box/Carton,"Bouquet, Rose",TX Houston
3530,Air Cargo,2018,THA,16,Box/Carton,Lilium,TX Houston
3531,Air Cargo,2018,THA,18100,Stems,Alstroemeria,TX Houston
3532,Air Cargo,2018,THA,55,Box/Carton,Ruscus,TX Houston
3533,Air Cargo,2018,THA,5775,Stems,"Bouquet, Mixed",TX Houston
3534,Air Cargo,2018,THA,232,Box/Carton,Solidago,TX Houston
3535,Air Cargo,2018,THA,7350,Stems,Rosa,TX Houston
3536,Air Cargo,2018,THA,35,Box/Carton,Leucadendron,TX Houston
3537,Air Cargo,2018,THA,18900,Stems,Leucospermum,TX Houston
3538,Air Cargo,2018,THA,168,Box/Carton,Ornithogalum,TX Houston
3539,Air Cargo,2018,THA,81,Box/Carton,Trachelium,TX Houston
3540,Air Cargo,2018,THA,1800,Stems,Agapanthus,TX Houston
3541,Air Cargo,2018,THA,110,Box/Carton,Anemone,TX Houston
3542,Air Cargo,2018,THA,30,Box/Carton,Eryngium,TX Houston
3543,Air Cargo,2018,THA,73,Box/Carton,Eucalyptus,TX Houston
3544,Air Cargo,2018,THA,805,Box/Carton,Phormium,TX Houston
3545,Air Cargo,2018,THA,863,Box/Carton,Chrysanthemum (pom-pon),TX Houston
3546,Air Cargo,2018,THA,6250,Stems,Aster,TX Houston
3547,Air Cargo,2018,THA,10000,Stems,Zantedeschia,TX Houston
3548,Southern Border Cargo,2014,ISR,25,Box/Carton,Campanula,TX Laredo
3549,Southern Border Cargo,2014,ITA,14,Box/Carton,Chrysanthemum,TX Laredo
3550,Southern Border Cargo,2014,MEX,55,Box/Carton,Lisianthus,TX Laredo
3551,Southern Border Cargo,2015,NLD,10,Box/Carton,Hydrangea,TX Laredo
3552,Southern Border Cargo,2015,NLD,1000,Stems,Ruscus,TX Laredo
3553,Southern Border Cargo,2015,NLD,1700,Stems,Alstroemeria,TX Laredo
3554,Southern Border Cargo,2015,NLD,1485,Stems,Pittosporum,TX Laredo
3555,Southern Border Cargo,2015,NLD,9,Box/Carton,Zantedeschia,TX Laredo
3556,Southern Border Cargo,2015,NLD,333,Box/Carton,Chrysanthemum (pom-pon),TX Laredo
3557,Southern Border Cargo,2019,THA,92,Box/Carton,Aster,TX Laredo
3558,Southern Border Cargo,2020,THA,8,Box/Carton,Protea,TX Laredo
3559,Southern Border Cargo,2020,THA,1050,Box/Carton,Solidago,TX Laredo
3560,Southern Border Cargo,2020,THA,112,Box/Carton,Trachelium,TX Laredo
3561,Southern Border Cargo,2020,THA,1062,Box/Carton,Matthiola,TX Laredo
3562,Southern Border Cargo,2020,THA,1062,Box/Carton,Rosa,TX Laredo
3563,Southern Border Cargo,2020,THA,11,Box/Carton,Strelitzia,TX Laredo
3564,Southern Border Cargo,2020,THA,10,Box/Carton,Amaranthus,TX Laredo
3565,Southern Border Cargo,2020,THA,850,Box/Carton,Dendrobium,TX Laredo
3566,Southern Border Cargo,2020,THA,196,Box/Carton,Achillea,TX Laredo
3567,Southern Border Cargo,2020,THA,150,Box/Carton,Agapanthus,TX Laredo
3568,Southern Border Cargo,2020,THA,192,Box/Carton,Alstroemeria,TX Laredo
3569,Southern Border Cargo,2014,ITA,205,Box/Carton,Hydrangea,TX Laredo
3570,Southern Border Cargo,2014,MEX,60,Box/Carton,Rosa,TX Laredo
3571,Southern Border Cargo,2015,NLD,23,Box/Carton,Anemone,TX Laredo
3572,Southern Border Cargo,2015,NLD,20,Box/Carton,Aster,TX Laredo
3573,Southern Border Cargo,2015,NLD,8,Box/Carton,Aster,TX Laredo
3574,Southern Border Cargo,2016,NLD,2440,Box/Carton,Ruscus,TX Laredo
3575,Southern Border Cargo,2016,NLD,236,Box/Carton,Ranunculus,TX Laredo
3576,Southern Border Cargo,2016,NLD,53,Box/Carton,Moluccella,TX Laredo
3577,Southern Border Cargo,2016,NLD,9,Box/Carton,Monstera,TX Laredo
3578,Southern Border Cargo,2017,THA,56,Box/Carton,"Bouquet, Mixed",TX Laredo
3579,Southern Border Cargo,2017,THA,46,Box/Carton,Hydrangea,TX Laredo
3580,Southern Border Cargo,2017,THA,56,Box/Carton,Ruscus,TX Laredo
3581,Southern Border Cargo,2018,THA,19,Box/Carton,Dianthus (mini),TX Laredo
3582,Southern Border Cargo,2018,THA,250,Stems,Liriodendron,TX Laredo
3583,Southern Border Cargo,2019,THA,47,Box/Carton,"Bouquet, Mixed",TX Laredo
3584,Southern Border Cargo,2019,THA,90,Box/Carton,Matthiola,TX Laredo
3585,Southern Border Cargo,2019,THA,8,Box/Carton,Zantedeschia,TX Laredo
3586,Southern Border Cargo,2019,THA,13,Box/Carton,Alstroemeria,TX Laredo
3587,Southern Border Cargo,2019,THA,22,Box/Carton,Palm foliage,TX Laredo
3588,Southern Border Cargo,2019,THA,20,Box/Carton,Gerbera,TX Laredo
3589,Southern Border Cargo,2019,THA,769,Box/Carton,Solidago,TX Laredo
3590,Southern Border Cargo,2019,THA,1050,Box/Carton,Chrysanthemum,TX Laredo
3591,Southern Border Cargo,2019,THA,8,Box/Carton,Eryngium,TX Laredo
3592,Southern Border Cargo,2019,THA,33,Box/Carton,Liatris,TX Laredo
3593,Southern Border Cargo,2019,THA,130,Box/Carton,Lilium,TX Laredo
3594,Southern Border Cargo,2019,THA,132,Box/Carton,"Bouquet, Mixed",TX Laredo
3595,Southern Border Cargo,2019,THA,48,Box/Carton,Rosa,TX Laredo
3596,Southern Border Cargo,2019,THA,390,Box/Carton,Scabiosa,TX Laredo
3597,Southern Border Cargo,2019,THA,23,Box/Carton,Senecio,TX Laredo
3598,Southern Border Cargo,2020,THA,47,Box/Carton,Solidago,TX Laredo
3599,Southern Border Cargo,2020,THA,15,Box/Carton,Limonium,TX Laredo
3600,Southern Border Cargo,2020,THA,29,Box/Carton,Helianthus,TX Laredo
3601,Southern Border Cargo,2020,THA,15,Box/Carton,Aster,TX Laredo
3602,Southern Border Cargo,2020,THA,412,Box/Carton,Dianthus,TX Laredo
3603,Southern Border Cargo,2020,THA,50,Box/Carton,Chrysanthemum,TX Laredo
3604,Southern Border Cargo,2020,THA,10,Box/Carton,"Bouquet, Mixed",TX Laredo
3605,Southern Border Cargo,2020,THA,38,Box/Carton,Craspedia,TX Laredo
3606,Southern Border Cargo,2020,THA,31,Box/Carton,Gladiolus,TX Laredo
3607,Southern Border Cargo,2020,THA,180,Box/Carton,Helianthus,TX Laredo
3608,Southern Border Cargo,2020,THA,66,Box/Carton,Antirrhinum,TX Laredo
3609,Southern Border Cargo,2020,THA,612,Box/Carton,Dendrobium,TX Laredo
3610,Southern Border Cargo,2020,VNM,32,Box/Carton,Ammi,TX Los Indios
3611,Southern Border Cargo,2020,ZAF,28,Box/Carton,Craspedia,TX Los Indios
3612,Southern Border Cargo,2020,ZAF,21,Box/Carton,Delphinium,TX Los Indios
3613,Southern Border Cargo,2020,ZAF,20,Stems,Brassica,TX Los Indios
3614,Southern Border Cargo,2019,THA,230,Box/Carton,Alstroemeria,TX Pharr
3615,Air Cargo,2015,NLD,10,Box/Carton,Lilium,VA Dulles
3616,Air Cargo,2015,NLD,14,Box/Carton,Papyrus,VA Dulles
3617,Air Cargo,2011,CAN,25,Box/Carton,Rosa,VA Dulles
3618,Air Cargo,2012,CAN,28,Box/Carton,Helianthus,VA Dulles
3619,Air Cargo,2012,CAN,27,Box/Carton,Matthiola,VA Dulles
3620,Air Cargo,2013,CAN,8,Box/Carton,Ruscus,VA Dulles
3621,Air Cargo,2013,CAN,30,Box/Carton,Dianthus,VA Dulles
3622,Air Cargo,2013,COL,22,Box/Carton,Dianthus (mini),VA Dulles
3623,Air Cargo,2013,COL,24,Box/Carton,Agapanthus,VA Dulles
3624,Air Cargo,2013,COL,10,Box/Carton,Anemone,VA Dulles
3625,Air Cargo,2013,COL,22,Box/Carton,Craspedia,VA Dulles
3626,Air Cargo,2013,COL,25,Box/Carton,Limonium,VA Dulles
3627,Air Cargo,2013,COL,8,Box/Carton,Lysimachia,VA Dulles
3628,Air Cargo,2013,COL,36,Box/Carton,Solidago,VA Dulles
3629,Air Cargo,2013,COL,10,Box/Carton,Chrysanthemum,VA Dulles
3630,Air Cargo,2013,COL,115,Box/Carton,Solidago,VA Dulles
3631,Air Cargo,2013,ETH,95,Box/Carton,Helianthus,VA Dulles
3632,Air Cargo,2013,ETH,11,Box/Carton,"Bouquet, Mixed",VA Dulles
3633,Air Cargo,2013,GBR,104,Box/Carton,Antirrhinum,VA Dulles
3634,Air Cargo,2013,GBR,25,Box/Carton,Ruscus,VA Dulles
3635,Air Cargo,2013,GTM,19,Box/Carton,Zantedeschia,VA Dulles
3636,Air Cargo,2013,GTM,70,Box/Carton,Zantedeschia,VA Dulles
